draw,date,n1,n2,n3,n4,n5,bonus,w1,w2,w3,w4,p1,p2,p3,p4
1272,2024/2/27,03,07,14,21,30,13,32,85,2530,56312,5039800,136300,7900,900
1273,2024/3/5,07,18,20,22,23,05,13,77,1696,48005,12579000,152500,12000,1100
1274,2024/3/12,01,07,08,10,14,18,10,51,1781,50153,15989000,225200,11100,1000
1275,2024/3/19,06,11,12,13,14,05,6,57,1690,50378,27749900,209800,12200,1000
1276,2024/3/26,04,09,13,16,31,27,7,111,1953,49556,22342300,101200,9900,1000
1277,2024/4/2,02,13,18,22,28,30,16,57,2112,52891,10201300,205700,9600,1000
1278,2024/4/9,03,10,19,21,31,29,16,73,2094,52583,9891400,155700,9400,900
1279,2024/4/16,01,14,18,22,28,26,17,87,2098,52996,9647500,135400,9700,1000
1280,2024/4/23,07,09,14,17,20,13,11,65,1751,50278,14759600,179400,11500,1000
1281,2024/4/30,04,10,15,18,24,05,15,79,1917,50044,10582100,144300,10300,1000
1282,2024/5/7,02,22,23,30,31,29,14,75,1901,50983,11337700,152000,10300,1000
1283,2024/5/14,01,11,25,29,31,03,14,65,2013,51403,11168500,172800,9600,900
1284,2024/5/21,04,11,23,28,31,22,9,89,2130,53345,17401100,126400,9100,900
1285,2024/5/28,04,05,18,23,25,11,16,96,1833,50721,9649700,115500,10400,900
1286,2024/6/4,09,10,12,13,30,25,10,59,1547,46866,15853000,193000,12700,1100
1287,2024/6/11,10,12,23,26,30,22,13,71,1718,44776,12012200,158000,11300,1100
1288,2024/6/18,04,12,14,16,22,08,8,92,1555,47550,19482100,121700,12400,1000
1289,2024/6/25,17,18,21,27,30,03,10,68,1517,46566,16096400,170000,13200,1100
1290,2024/7/2,21,26,27,29,31,07,14,53,1399,38811,11602300,220100,14400,1300
1291,2024/7/9,01,02,08,11,29,19,17,104,2146,58272,9326100,109500,9100,800
1292,2024/7/16,06,11,21,23,25,27,9,54,1694,47825,16989200,203400,11200,1000
1293,2024/7/23,06,08,10,20,28,15,14,71,1801,47288,11080200,156900,10700,1000
1294,2024/7/30,08,21,22,27,29,01,10,48,1819,50252,15742100,235600,10700,1000
1295,2024/8/6,04,11,12,21,26,28,23,93,2362,55692,6714000,119200,8100,900
1296,2024/8/13,09,13,18,19,21,06,12,73,1620,46005,12228200,144400,11200,1000
1297,2024/8/20,01,12,17,21,28,31,5,59,1687,45198,31218800,190000,11500,1100
1298,2024/8/27,02,04,12,13,17,29,9,55,1836,51571,17357800,204000,10500,900
1299,2024/9/3,03,04,09,11,18,07,27,116,2911,70737,5971300,99800,6800,700
1300,2024/9/10,01,04,16,27,31,15,17,78,1610,47039,9436300,147700,12400,1100
1301,2024/9/17,13,15,25,26,27,17,9,51,1510,42174,17427300,220900,12900,1200
1302,2024/9/24,06,11,12,17,24,04,21,116,2428,60421,7571500,98400,8100,800
1303,2024/10/1,07,14,17,30,31,22,17,118,1984,52693,9460300,97900,10000,900
1304,2024/10/8,03,04,06,20,31,02,11,33,1381,42786,14104000,337700,13900,1100
1305,2024/10/15,07,12,14,29,30,04,17,91,1973,52224,9318200,125000,9900,900
1306,2024/10/22,05,07,27,28,29,16,16,83,1806,51258,9850600,136400,10800,1000
1307,2024/10/29,11,13,16,18,20,19,17,79,1470,42318,9124100,141000,13100,1100
1308,2024/11/5,03,08,12,16,22,29,22,125,2335,56299,7198800,91000,8400,900
1309,2024/11/12,06,12,25,27,29,22,5,53,1850,49424,31146600,211000,10400,1000
1310,2024/11/19,13,14,19,24,28,03,12,75,1812,49142,13000800,149400,10700,1000
1311,2024/11/26,03,11,27,28,31,26,17,66,2163,56360,9262100,171300,9000,900
1312,2024/12/3,10,12,13,21,31,23,14,89,1884,48525,11538300,130300,10600,1000
1313,2024/12/10,02,05,09,22,31,15,11,98,1884,52311,14439300,116400,10400,900
1314,2024/12/17,18,20,21,23,30,25,12,56,1503,44942,13519900,208100,13400,1100
1315,2024/12/24,06,15,22,29,30,13,5,77,1879,52042,33339700,155500,11000,1000
1316,2025/1/7,04,07,10,11,17,23,18,138,3201,71597,10244200,95900,7100,800
1317,2025/1/14,07,22,26,30,31,11,27,109,1708,46649,5887800,104700,11500,1100
1318,2025/1/21,05,07,15,24,29,12,16,107,1874,51563,9912400,106400,10500,1000
1319,2025/1/28,04,06,16,26,29,31,16,79,1816,49195,9926900,144400,10800,1000
1320,2025/2/4,02,03,07,25,28,04,20,76,2264,60443,8100700,153100,8900,800
1321,2025/2/11,01,05,06,24,25,11,8,96,1880,48808,19262900,115300,10200,1000
1322,2025/2/18,05,16,18,22,28,06,12,72,1959,50231,13612300,162900,10300,1000
1323,2025/2/25,04,09,18,24,25,15,15,77,2163,53795,10662700,149200,9200,900
1324,2025/3/4,05,06,14,20,27,01,10,67,1842,49450,16151000,173100,10900,1000
1325,2025/3/11,10,15,22,23,25,13,13,64,1494,46286,12476500,182000,13500,1100
1326,2025/3/18,04,09,15,19,26,03,17,88,1944,48637,9062300,125700,9800,1000
1327,2025/3/25,04,09,26,27,29,16,14,100,1736,49881,11145300,112000,11100,1000
1328,2025/4/1,01,12,15,27,31,18,11,54,1720,46806,14222600,208100,11300,1000
1329,2025/4/8,05,06,08,21,30,23,11,66,1903,52101,14312600,171300,10300,900
1330,2025/4/15,01,13,24,25,31,11,13,60,1627,45905,12140500,188900,12000,1100
1331,2025/4/22,09,11,13,27,28,16,21,91,2367,56200,7479000,123900,8200,900
1332,2025/4/29,12,16,17,20,25,28,10,63,1389,40962,15169000,172900,13500,1200
1333,2025/5/6,07,11,18,25,26,06,17,83,2406,56247,8873100,130500,7800,800
1334,2025/5/13,03,08,21,27,29,16,12,113,2094,54335,13049800,99500,9300,900
1335,2025/5/20,12,17,18,22,31,30,9,60,1624,45231,16859700,181600,11600,1000
1336,2025/5/27,03,20,21,24,25,26,8,40,1678,42228,19389800,278500,11500,1100
1337,2025/6/3,03,11,17,20,22,14,13,77,1888,50893,12051400,146100,10300,1000
1338,2025/6/10,13,18,21,28,31,11,19,83,1971,46523,8041800,132200,9600,1000
1339,2025/6/17,06,14,21,23,31,22,24,79,1640,46153,6537500,142600,11900,1100
1340,2025/6/24,08,19,22,24,27,25,8,56,1960,51905,19233600,197300,9700,900
1341,2025/7/1,05,12,16,24,28,31,51,92,2789,54974,3147900,125300,7100,900
1342,2025/7/8,01,09,13,19,23,11,14,68,1773,47482,11182500,165400,10900,1000
1343,2025/7/15,04,13,22,29,30,09,14,114,1995,51703,10913700,96200,9500,900
1344,2025/7/22,02,05,21,24,28,12,17,111,1721,51191,8751600,96200,10700,900
1345,2025/7/29,03,11,14,30,31,28,15,108,2418,59577,10253200,102300,7900,800
1346,2025/8/5,05,16,20,23,30,02,11,67,1658,44855,14086300,166100,11600,1100
1347,2025/8/12,04,16,18,27,31,24,9,92,1879,48750,16506100,116000,9800,900
1348,2025/8/19,04,16,20,26,28,29,6,47,1548,42242,25420500,233100,12200,1100
1349,2025/8/26,02,03,15,28,29,20,10,51,1864,50869,15486700,218100,10300,900
1350,2025/9/2,02,03,11,22,28,15,24,115,2648,63949,6694900,100300,7500,800
1351,2025/9/9,04,09,10,19,29,06,20,98,2407,55326,7955500,116600,8200,900
1352,2025/9/16,05,08,10,11,29,27,24,87,2398,58351,6375200,126300,7900,800
1353,2025/9/23,06,11,13,14,18,05,15,67,1512,45382,9947500,159900,12200,1000
1354,2025/9/30,11,13,15,16,26,02,14,56,1449,42528,11067500,198700,13300,1100
1355,2025/10/7,03,06,10,23,27,15,19,119,2049,55242,8427800,96600,9700,900
1356,2025/10/14,06,07,20,22,24,05,10,54,1386,41624,14858700,197600,13300,1100
1357,2025/10/21,07,09,21,25,28,15,16,82,2237,54912,9659900,135400,8600,900
1358,2025/10/28,01,06,22,27,29,28,15,48,1613,48176,10226000,229500,11800,1000
1359,2025/11/4,01,03,15,16,20,13,9,42,1404,40512,17120200,263500,13600,1200
1360,2025/11/11,04,18,20,24,29,31,7,57,1731,45891,22132200,195200,11100,1000
1361,2025/11/18,20,25,26,27,30,13,8,39,1242,35706,19064800,280900,15200,1300
1362,2025/11/25,06,12,13,17,26,18,8,78,1790,47791,18773800,138300,10400,1000
1363,2025/12/2,06,12,16,19,31,25,4,84,1616,46746,39686100,135700,12200,1100
1364,2025/12/9,01,03,10,27,31,19,13,74,1875,50409,12201000,153900,10500,1000
1365,2025/12/16,03,10,20,25,27,24,15,81,1992,53057,10767900,143200,10000,900
1366,2025/12/23,03,19,20,21,28,13,11,81,1911,51125,15390400,150100,11000,1000
1367,2025/12/30,17,21,27,28,29,02,11,74,1721,52498,15369600,164100,12200,1000
1368,2026/1/6,07,08,20,25,26,24,37,70,1732,44835,4065300,154300,10800,1000
1369,2026/1/13,01,02,03,05,11,26,13,59,3372,61517,12487700,197600,5900,800
1370,2026/1/20,01,05,12,24,31,21,22,82,2300,54254,7312400,140900,8700,900
1371,2026/1/27,03,10,12,20,31,11,23,88,2550,55996,6854400,128700,7600,900
1372,2026/2/3,04,14,21,24,31,05,28,60,1909,49195,5752900,192800,10500,1000
1373,2026/2/10,07,08,21,28,29,26,37,42,1840,49722,4214100,266700,10500,1000
1374,2026/2/17,10,16,21,29,30,20,15,74,1581,45537,10696400,155700,12600,1100
1375,2026/2/24,01,03,11,16,20,04,11,64,2267,58037,14317800,176700,8600,800
1376,2026/3/3,01,09,11,22,29,03,30,140,2522,57034,5293000,81400,7800,900
1377,2026/3/10,03,13,19,29,31,30,17,88,2111,55217,9484200,131600,9500,900
1378,2026/3/17,04,15,18,30,31,23,13,92,1728,50621,12304100,124900,11500,1000
1379,2026/3/24,12,15,18,25,28,06,8,82,1658,45728,19593500,137300,11700,1100
1380,2026/3/31,01,10,12,19,21,14,17,65,1818,48611,9170700,172300,10600,1000
1381,2026/4/7,02,03,04,20,28,12,13,85,1715,53851,12125500,133200,11400,900
1382,2026/4/14,12,20,24,30,31,25,22,49,1602,46117,7000800,225800,11900,1000
1383,2026/4/21,09,18,19,29,31,10,17,72,1947,48923,9290500,157500,10000,1000
1384,2026/4/28,07,12,13,17,29,22,12,77,1840,51879,13086100,146500,10600,900
1385,2026/5/5,01,10,21,28,31,11,22,340,2058,52216,6926000,32100,9200,900
1386,2026/5/12,12,21,25,27,31,28,15,72,1898,52598,10434600,156100,10200,900
1387,2026/5/19,01,10,17,20,31,23,14,54,2225,50402,11135800,207400,8700,1000
1388,2026/5/26,01,12,16,22,23,21,10,60,1541,45383,15621100,187000,12600,1100
1389,2026/6/2,05,10,12,29,30,20,24,99,2310,59073,6743100,117400,8700,800
1390,2026/6/9,03,06,23,25,27,24,13,41,1744,49312,12019300,273700,11100,1000
1391,2026/6/16,04,17,24,28,29,07,23,138,2279,57170,7049300,84400,8800,900
1392,2026/6/23,11,17,20,23,29,25,8,62,2087,50139,19736700,182900,9400,1000
1393,2026/6/30,03,09,11,14,28,20,17,90,2608,61895,9499700,128900,7700,800
1394,2026/7/7,02,08,10,22,31,14,18,86,2235,57557,9292400,139700,9300,900
1395,2026/7/14,20,25,26,27,31,17,14,43,1482,40747,11115600,259900,13000,1200
1396,2026/7/21,04,08,09,16,30,21,8,95,1903,49676,19277700,116600,10000,1000
1397,2026/7/28,03,06,14,20,31,17,21,87,1779,51536,7299700,126500,10700,900
1398,2026/8/4,15,16,26,27,31,12,7,53,1346,42355,22278000,211300,14400,1100
